"Part.Number","Change","Page","FedReg_Number","Year"
"262.3","(g)(4) amended","56719",42,1977
"262.3","(i) added; (g)(5) removed; eff. 10-19-78","49973",43,1978
"262.3","(l) added","5861",46,1981
"263","Heading revised","56687",44,1979
"263.1","Revised","56687",44,1979
"263.1–263.21 (Subpart A)","Heading revised","56687",44,1979
"263.2","Revised","56687",44,1979
"263.22–263.29 (Subpart B)","Revised","56689",44,1979
"263.3","(b) revised","56687",44,1979
"263.30–263.34 (Subpart C)","Revised","56690",44,1979
"263.35—263.40 (Subpart D)","Added","16069",50,1985
"263.6","(a) revised; (h) added","56688",44,1979
"263.7","(c) and (d) revised","56688",44,1979
"263.8","(c) revised","56688",44,1979
"264.735-8","(a) revised","27876",42,1977
"264a","Added","7611",43,1978
"264a","Revised","24668",43,1978
"264b","Added","64399",44,1979
"265.1","Amended","53775",41,1976
"265.1a","(a) introductory text and (6) revised","39736",41,1976
"265.1a","(a) introductory text and (a)(1) through (5) amended; (a)(6) through (11) added","31207",40,1975
"265.1a","(a) removed; (b) and (c) redesignated as (a) and (b)","25318",42,1977
"265.1a","(a)(1)(ii) revised; (a)(5), (7)(iii), and (8) amended","53775",41,1976
"265.1a","(b) added","13477",40,1975
"265.1a","(b)(2) added","5858",41,1976
"265.1a","(c) added","14860",41,1976
"265.1a","(c) added","34482",43,1978
"265.1a","(c) amended","34869",45,1980
"265.1a","(c) amended","27845",47,1982
"265.1a","Revised","1506",40,1975
"265.2"," (h) Introductory text revised; (h)(4) added","54012",45,1980
"265.2","(a) redesignated as (a)(1); (a)(2) through (12) added","1506",40,1975
"265.2","(a)(13) added","25581",40,1975
"265.2","(a)(14) added","46093",40,1975
"265.2","(a)(15) added","14860",41,1976
"265.2","(a)(16) added; correctly designated","27026, 36198",41,1976
"265.2","(a)(16) and (f)(28) introductory text revised","55203",42,1977
"265.2","(a)(17) added","28946",41,1976
"265.2","(a)(18) added","53950",42,1977
"265.2","(a)(18) revised","28301",44,1979
"265.2","(a)(2) and (f)(22) introductory text and (vi)(A) revised","49281",49,1984
"265.2","(a)(2) revised; (f)(58) added","56939",48,1983
"265.2","(a)(2), (c)(27) and (28) and (f)(30) and (50) revised; (f)(55) and (56) added","51097",47,1982
"265.2","(a)(2), (f)(20) and (f)(22) introductory text correctly revised; (a)(3) through (7), (c)(16), and (f)(23), (24), (28) through (33) and (52), and footnotes 2 through 12 correctly removed","56314, 59227",44,1979
"265.2","(a)(8) revised","44980",42,1977
"265.2","(a)(8) through (18), (c)(17) through (25) and (f)(25), (26), (27), (34) through (51) and (53) through (56) correctly redesignated as (a)(3) through (13), (c)(16) through (24) and (f)(23) through (47)","56314, 59227",44,1979
"265.2","(a)(9)(ii)(d) revised; (a)(12)(iv) amended; (f)(34) added","1738",41,1976
"265.2","(a), (b), (c), and (h) introductory; texts, (a)(14), (c)(14), and (d) revised","53775",41,1976
"265.2","(b)(10) added","46839",47,1982
"265.2","(b)(10) revised","5605",49,1984
"265.2","(b)(3) revised","54480",41,1976
"265.2","(b)(6) added","43717",40,1975
"265.2","(b)(7) added","49974",43,1978
"265.2","(b)(7) revised","52203",43,1978
"265.2","(b)(8), (d)(6) through (8), and (f)(39) through (50) added; (e) removed; (d)(1), (2), and (5), and (f)(25) and (34) revised","23816",44,1979
"265.2","(b)(9) added","28399",46,1981
"265.2","(c)(1) revised; (f)(49) added","1663",46,1981
"265.2","(c)(13) and (18) removed; (c)(14) through (.17) redesignated as (c)(13) through (16); (h) added","30829",39,1974
"265.2","(c)(17) added","55635",40,1975
"265.2","(c)(18) added","20395",41,1976
"265.2","(c)(18) corrected","26854",41,1976
"265.2","(c)(19) through (22) added; (h)(1) through (3) removed; (h)(4) and (6) revised; (h)(4) through (6) redesignated as (h)(1) through (3)","2950",42,1977
"265.2","(c)(23) and (f)(35) added","28522",42,1977
"265.2","(c)(24) added","45291",42,1977
"265.2","(c)(25) added","60559",42,1977
"265.2","(c)(25) added","70708",44,1979
"265.2","(c)(26) added","46338",45,1980
"265.2","(c)(27) added","2027",46,1981
"265.2","(c)(27) revised","45810",50,1985
"265.2","(c)(28), (f)(18)(iv) and (v), (50), (51), and (52) added; (f)(27) and (45) revised","2028",46,1981
"265.2","(c)(29) added; (f)(1) revised","5863",46,1981
"265.2","(c)(30) and (f)(53) added","5862",46,1981
"265.2","(c)(31) added; (f)(28) revised","42442",46,1981
"265.2","(c)(32) added","25225",49,1984
"265.2","(c)(33) added","16071",50,1985
"265.2","(d) introductory text revised; (d)(3) through (5) added; (j) removed","60266",43,1978
"265.2","(d) removed; (f) introductory text amended; (f)(23), (26), and (33) through (42) removed; (f)(24), (25), (27) through (32), and (43) through (58) redesignated as (23), (24), (25) through (30), and (31) through (46)","15544",49,1984
"265.2","(d)(5) and (6), (f) introductory text, and (f)(33) added","31208",40,1975
"265.2","(f) introductory text revised","1725, 64399",44,1979
"265.2","(f) introductory text revised and (37) added","4254",43,1978
"265.2","(f) introductory text revised; (f)(33), (34), and (35), redesignated as (34), (35), and (36); new (f)(33) added","30601",42,1977
"265.2","(f)(1), (14), (16), and (22)(vii), and introductory texts of (e) and (g) amended; (i) amended; (j) added","53775",41,1976
"265.2","(f)(20) revised","60262",43,1978
"265.2","(f)(22) and (f)(24) revised; (f)(28) added","10917",38,1973
"265.2","(f)(22)(i) through (v) revised; (f)(22)(vi) through (xiii) removed","34016",48,1983
"265.2","(f)(22)(iv) and (v) corrected; (f)(22)(vi) correctly added","39215",48,1983
"265.2","(f)(22)(v) removed; (f)(22)(vi) through (xiii) redesignated as (f)(22)(v) through (xii); (f)(24)(v) removed; (f)(24)(vi) through (xvii) redesignated as (f)(24)(v) through (xvi); footnotes 4 and 5 redesignated as 2 and 3","29073",38,1973
"265.2","(f)(22)(v) revised","51837",50,1985
"265.2","(f)(22), (24), and (28) revised; (f)(30) added","13070",39,1974
"265.2","(f)(23) revised; (f)(26) added","2442",38,1973
"265.2","(f)(27) added","8592",38,1973
"265.2","(f)(29) added","10236",39,1974
"265.2","(f)(3) revised","6988",38,1973
"265.2","(f)(31) and (32) added","28517",39,1974
"265.2","(f)(38) added","7121",44,1979
"265.2","(f)(47) added","40330",50,1985
"265.2","(f)(48) added","24448",45,1980
"265.2","(f)(51) through (56) added","38448",44,1979
"265.2","(f)(54) added","51893",46,1981
"265.2","(f)(57) added","39047",48,1983
"265.2","(f)(6) revised","5536",48,1983
"265.2","(h)(1) introductory text, (i), and (ii) revised; (h)(1)(v) through (vii) added","4981",47,1982
"265.2","(h)(2) and (3) redesignated as (h)(3) and (4) and revised; former (h)(2) reinstated; (h)(5) and (6) added","2095",49,1984
"265.2","(h)(2) and (4)(ii) removed; (h)(3) and (4)(i) redesignated as (h)(2) and (3)","16170",47,1982
"265.2","(h)(2) revised","21322",43,1978
"265.2","(h)(2) revised","4458",48,1983
"265.2","(h)(4), (5), and (6) added","32738",40,1975
"265.2","(i) revised","38759",41,1976
"265.2","Technical corrections","33022",46,1981
"265.3","265.3 Amended","53776",41,1976
"265.3","Corrected","2501",42,1977
"266","Added","31672",38,1973
"267","267 Added","49802",41,1976
"268","Added","28522",42,1977
"268","Revised","18780",50,1985
"269","Policy statement","32334",48,1983
"269","Revised","32331",48,1983
"269a","Policy statement","32334",48,1983
"269a","Redesignated from Part 290; authority citation and nomenclature change","32334",48,1983
"269b","Policy statement","32334",48,1983
"269b","Redesignated from Part 292; authority citation and nomenclature change","32334",48,1983
"270","Revised","2753",38,1973
"270.4","(c)(2) revised","11873",39,1974
"270.4","(d) removed; (e) redesignated as (d)","32336",48,1983
"270.4","(d) revised","10661",40,1975
"271","Amended","2754",38,1973
"271.1","Heading revised","2754",38,1973
"271.2","(a) amended","2754",38,1973
"271.3","(a) amended","2754",38,1973
"271.4","(b) and (c) amended","2754",38,1973
"271.4","(c) revised; (d), (e), and (f) added","7897",40,1975
"271.5","(a) amended","2754",38,1973
"271.5","(a) revised","13204",40,1975
"271.5","271.5 (a) revised","22261",41,1976
"271.6","(a) revised","13299",42,1977
"271.6","(f) amended","2754",38,1973
"271.6","Amended","7898",40,1975
"271.7","(a) amended","2754",38,1973
"272","Revised","2754",38,1973
"272.3","(a) revised","7898",40,1975
"272.3","(d) and (e) revised","10661",40,1975
"272.3","(d) and (e) revised","52823",44,1979
"281.2","Added","13300",42,1977
"290","Redesignated as Part 269a; authority citation and nomenclature change","32334",48,1983
"292","Redesignated as Part 269b; authority citation and nomenclature change","32334",48,1983
"294","Removed","32334",48,1983
"207","OTC margin stock list","46957",43,1978
