"Part.Number","Change","Page","FedReg_Number","Year"
"226.22","Footnote 45a redesignated as 45d","48670",52,1987
"226.23","(a)(3) Footnote 48 revised","15471",60,1995
"226.23","(b) introductory text and (1) through (5) redesignated as (b)(1) introductory text and (i) through (v); (b)(2), (g) and (h) added","49246",61,1996
"226.23","(e) revised","40583",58,1993
"226.23","(e)(3) and Footnote 48(b) added","40204",59,1994
"226.23","(e)(4) and Footnote 48c added","63715",59,1994
"226.23","(f)(2) revised","45299",51,1986
"226.28","(a) corrected","32954",54,1989
"226.28","(a)(1) amended; (d) added","13867",54,1989
"226.28","(b) amended","15471",60,1995
"226.30","Added","43181",52,1987
"226.30","Technical correction","45611",52,1987
"226.31","(d) and (g) revised","49247",61,1996
"226.31","(g) corrected","29969",60,1995
"226.31-226.33","(Subpart E) Added","15471",60,1995
"226.32","(b)(1)(iii) corrected","29969",60,1995
"226.4","(a), (c)(7)(ii), (iii), (d) heading, (1) heading, introductory text and (i) revised; (c)(7)(iv) redesignated as (v); (b)(10), (c)(7) heading, new (iv), (d)(3) and (e)(3) added","49245",61,1996
"226.5","(a)(1), (2), and footnote 7 republished; footnotes 8 and 9 revised; (a)(3) and (b)(3) added","13865",54,1989
"226.5","Footnote 8 revised; (a)(4) and (b)(4) added","24686",54,1989
"226.5","Footnote 9 revised","58908",65,2000
"226.5a","(a)(2)(ii), (5), (b) introductory text and (1) introductory text revised; (b)(11) added","58908",65,2000
"226.5a","(a)(3) revised","24686",54,1989
"226.5a","(a)(3) revised","17131",65,2000
"226.5a","(a)(3), (d)(2), (g)(2)(i), and (ii) corrected","32954",54,1989
"226.5a","Added","13865",54,1989
"226.5b","(f) introductory text, (3) introductory text, and (vi) introductory text republished; (f)(3)(i), (vi)(E), and (F) revised; (f)(3)(vi)(G) removed","38312",55,1990
"226.5b","(f)(2) introductory text revised; (f)(4) added","15471",60,1995
"226.5b","(f)(2)(ii) and (iii) revised; (f)(2)(iv) added","34681",57,1992
"226.5b","(f)(3)(i) corrected","39538, 42148",55,1990
"226.5b","Added","24686",54,1989
"226.6","(e) added","24686",54,1989
"226.9","(c)(3) added","24688",54,1989
"226.9","(c)(3) corrected","39538, 42148",55,1990
"226.9","(c)(3) revised","38312",55,1990
"226.9","(d)(2) revised; (e) and (f) added","13867",54,1989
"226.9","(e)(1) and (f)(1) corrected","32954",54,1989
"227","Heading revised","50512",58,1993
"227.11","(c)(1), (2) and (3) revised; (d) added","20401",57,1992
"227.11--227.16 (Subpart B)","Exemption granted in part","41763",51,1986
"227.11--227.16 (Subpart B)","Staff guidelines","39646",51,1986
"227.11—227.16 (Subpart B)","Staff guidelines","29225",53,1988
"227.14","Exemption granted in part","2400",52,1987
"227.14","Exemption granted in part","29223",53,1988
"228","(a) amended","66050",60,1995
"228","Appendix A added","22198",60,1995
"228","Appendix B added","22200",60,1995
"228","Authority citation revised","26626",55,1990
"228","Authority citation revised","22189",60,1995
"228","Heading revised","50512",58,1993
"228.1","Removed","22201",60,1995
"228.100","Removed","22201",60,1995
"228.11-228.12","(Subpart A) Added","22190",60,1995
"228.12","(h)(3) amended","66050",60,1995
"228.12","(h)(3) amended","21363",61,1996
"228.2","Removed","22201",60,1995
"228.21-228.29","(Subpart B) Added","22191",60,1995
"228.27","(h) amended","66050",60,1995
"228.3","Removed; eff. 7-1-97","22201",60,1995
"228.4","(f) revised; interim","26627",55,1990
"228.4","Regulation at 55 FR 26627 confirmed","26902",56,1991
"228.4","Removed; eff. 7-1-97","22201",60,1995
"228.41-228.45","(Subpart C) Added","22195",60,1995
"228.5","(a)(2) and (3) redesignated as (a)(3) and (4); new (a)(3), (4), (c)(1), and (2) revised; new (a)(2), new (c)(3), and (d) added; interim","26627",55,1990
"228.5","Regulation at 55 FR 26626 confirmed; (a)(3) and (c)(3) revised","26902",56,1991
"228.5","Removed; eff. 7-1-97","22201",60,1995
"228.51","(Subpart D) Added","22197",60,1995
"228.6","Existing text designated as (a) and amended; (b) added; interim","26627",55,1990
"228.6","Regulation at 55 FR 26627 confirmed","26902",56,1991
"228.6","Removed; eff. 7-1-97","22201",60,1995
"228.7","Removed; eff. 7-1-97","22201",60,1995
"228.8","Removed","22201",60,1995
"228.8","Removed; eff. 7-1-97","22201",60,1995
"229","Added","11837",53,1988
"229","Appendix A amended","26221",62,1997
"229","Appendix A corrected","24251, 31416",53,1988
"229","Appendix C amended","13811, 48752",62,1997
"229","Appendix E amended","21856",55,1990
"229","Appendix E amended","36598, 36601",57,1992
"229","Appendix E amended","13816, 13817, 13821",62,1997
"229","Appendix E amended","59613",64,1999
"229","Appendix E amended; eff. 1-3-94","46973, 46975",57,1992
"229","Appendix E amended; eff. 2-1-90 and 2-1-91","32047",54,1989
"229","Appendix E corrected","66343",56,1991
"229","Appendix E corrected; eff. 1-3-94","52719",57,1992
"229","Appendix E revised","51672",60,1995
"229","Appendix F added","32356",53,1988
"229","Appendix F amended","13838",54,1989
"229","Appendix F amended","11358",55,1990
"229","Appendix F amended","51703",60,1995
"229","Appendixes A and B amended","25390",61,1996
"229","Appendixes A and B-2 amended","48790",59,1994
"229","Appendixes A and C amended","21855",55,1990
"229","Appendixes A and E amended","13851",54,1989
"229","Appendixes A, B-1, B-2 and C amended","51671",60,1995
"229","Appendixes A, B-2 and E amended","2",58,1993
"229","Appendixes A, C and E amended; interim","31293",53,1988
"229","Appendixes C and E amended; final","7802",56,1991
"229","Appendixes C and E amended; interim","50818",55,1990
"229","Appendixes C and E amended; interim","3280",57,1992
"229","Authority citation revised","36598, 36600",57,1992
"229","Heading revised","50512",58,1993
"229","Policy statement","13839",54,1989
"229","Revised","19433",53,1988
"229.1","(a) revised","36598",57,1992
"229.1","(b)(2) revised","51670",60,1995
"229.1","(b)(3) revised; eff. 1-3-94","46972",57,1992
"229.11","Eff. to 9-1-90","19372",53,1988
"229.12","(a) revised; (f) amended; (f)(1)(ii) and (2) removed","36601",57,1992
"229.12","(a), (b) introductory text (4) and (c)(1) introductory text revised; (d) amended and (f) revised; final","7801",56,1991
"229.12","(a), (b) introductory text, (4), (c)(1) introductory text, (d) and (f) corrected","66343",56,1991
"229.12","(a), (b) introductory text, and (c)(1) introductory text revised; (b)(3) removed; (b)(4) and (5) redesignated as (3) and (4); new (b)(4) revised; (d) amended; (f) added; interim","50818",55,1990
"229.12","Eff. 9-1-90","19372",53,1988
"229.12","Heading and (a) revised","51670",60,1995
"229.13","(a) introductory text added; (a)(1)(iii) revised","51671",60,1995
"229.13","(b), (c) introductory text, (d) introductory text, (e)(1), (f) introductory text, (h)(1), (2) and (4) amended; (g)(2)(ii) and (3)(iii) revised","36598",57,1992
"229.13","(e)(2) amended","13850",54,1989
"229.13","(g)(1) introductory text and (ii)(A) amended; (g)(1)(i)(B), (E) and (h)(4) revised; (g)(1)(ii)(A) designation and (B) removed; (g)(4) redesignated as (g)(5); new (g)(4) added","13809",62,1997
"229.13","(g)(1)(ii) through (v) removed; (g)(2) heading, (i), (ii) and (3) redesignated as (g)(1)(ii) heading, (A), (B) and (4); (b), (c) introductory text, (d) introductory text, (e)(1), (f) introductory text, new (g)(1)(ii)(A), (B), (h)(1), (3) and (4) amended; (g)(1) introductory text, (i) and (h)(2) revised; new (g)(2) and (3) added","3279",57,1992
"229.13","(h)(4) revised","21855",55,1990
"229.16","(b)(2) amended","44324",53,1988
"229.16","(b)(2) amended","51671",60,1995
"229.16","(b)(2) footnote 1 added; interim","31292",53,1988
"229.16","(c)(2)(i)(B) revised","13810",62,1997
"229.16","(c)(3) amended","13850",54,1989
"229.17","Revised","51671",60,1995
"229.19","(a)(1) revised; (a)(5)(ii) amended","13810",62,1997
"229.19","(b) introductory text, (c)(4)(i), (e)(1)(ii) and (2)(ii) revised","51671",60,1995
"229.19","(e) revised","13850",54,1989
"229.19","(g) redesignated as (g)(1); new (g)(1) heading and (2) added","14577",64,1999
"229.2","(cc) amended","2",58,1993
"229.2","(e) concluding text and (s) revised; (pp) redesignated as (qq); new (pp) added","13809",62,1997
"229.2","(e)(6), (s) and (ll) revised; (l) and (y) removed","51670",60,1995
"229.2","(e)(7), (z)(5) and (cc) revised","13850",54,1989
"229.2","(mm) redesignated as (pp); new (mm), (nn) and (oo) added; eff. 1-3-94","46972",57,1992
"229.2","(r), (s), (z) and (dd) revised; interim","31292",53,1988
"229.2","(z)(4) revised","44324",53,1988
"229.3","(a)(1) revised; (a) concluding text added","36600",57,1992
"229.3","(a)(2) revised","21855",55,1990
"229.30","(a)(1) revised; interim","31292",53,1988
"229.30","(c) introductory text revised; eff. 1-3-94","46972",57,1992
"229.30","(c) revised","21855",55,1990
"229.30","(c) revised","13810",62,1997
"229.31","(a)(1) revised; interim","31292",53,1988
"229.31","(b) amended","13850",54,1989
"229.32","(a)(2)(ii) amended; (a)(2)(iii) redesignated as (a)(2)(iv); new (a)(2)(iii) added","13850",54,1989
"229.34","(a)(1), (a) concluding text, (b) introductory text, (1), and concluding text revised","13850",54,1989
"229.34","(c) and (d) redesignated as (d) and (e); heading, new (d) and (e) revised; new (c) added; eff. 1-3-94","46972",57,1992
"229.34","Heading and (c)(4) revised; (f) added","13810",62,1997
"229.35","(a) revised","21855",55,1990
"229.36","(c) removed","59613",64,1999
"229.36","(e) concluding text amended; eff. 2-1-91","21855",55,1990
"229.36","(e) revised","51671",60,1995
"229.36","(f) added; eff. 1-3-94","46972",57,1992
"229.36","Heading and (e)(1)(ii) revised; (c) amended","13810",62,1997
"229.36","Heading revised; (e) added; eff. 2-1-91","32047",54,1989
"229.38","(d) amended","13850",54,1989
"229.38","(d) redesignated as (d)(1); new (d) heading and (2) added; eff. 2-1-90","32047",54,1989
"229.39","(b) revised","13810",62,1997
"229.39","(d) redesignated as (e); new (d) added; eff. 1-3-94","46973",57,1992
"229.4","Existing text designated as (a); (a) heading and (b) added","14577",64,1999
"229.42","Revised","13810",62,1997
"229.43","Added","13810",62,1997
"230"," Appendix A amended","15082",58,1993
"230","Added","43376",57,1992
"230","Appendix A amended","40638",63,1998
"230","Appendix A amended; interim","5130",60,1995
"230","Appendix B amended; interim","5131",60,1995
"230","Appendix E amended","3",58,1993
"230","Appendixes A and B corrected","46480",57,1992
"230","Determination","24032",59,1994
"230","Supplement I added","40221",59,1994
"230","Supplement I amended","52658",59,1994
"230","Supplement I amended","52107",63,1998
"230.2","(a) amended","15081",58,1993
"230.2","(a) and (h) amended","52658",59,1994
"230.4"," (c)(1) amended","15081",58,1993
"230.4","(b)(6)(iii) amended","40637",63,1998
"230.4","(b)(6)(iii) amended; interim","5130",60,1995
"230.5"," (a)(2)(ii) revised","15081",58,1993
"230.5","(c) removed; (d) redesignated as (c)","52107",63,1998
"230.6","(a)(3) corrected","46480",57,1992
"230.6","(c) added; interim","49848",64,1999
"230.8"," (e) revised","15081",58,1993
"230.8","(c)(6)(ii) added; interim","5130",60,1995
"230.8","(c)(6)(iii) revised","40638",63,1998
"230.8","(e)(2)(i) revised","52107",63,1998
"230.9","(b) revised","52107",63,1998
"231","Added","4784",59,1994
"231.3","(a) introductory text revised","1274",61,1996
"245"," Heading revised","50512",58,1993
"245","Removed","52876",61,1996
"250","Authority citation revised","41644",57,1992
"250","Authority citation revised","57289",61,1996
"250.101","Regulation at 55 FR 52987 effective date corrected","627",56,1991
"250.101—250.103","Redesignated as 208.125—208.127","52987",55,1990
"250.102","Regulation at 55 FR 52987 effective date corrected","627",56,1991
"250.103","Regulation at 55 FR 52987 effective date corrected","627",56,1991
"250.104","Regulation at 55 FR 52987 effective date corrected","627",56,1991
"250.104","Removed","52987",55,1990
"250.120","Removed","37659",63,1998
"250.121","Removed","37659",63,1998
"250.122","Removed","37659",63,1998
"250.123","Removed","37659",63,1998
"250.140","Removed","37659",63,1998
"250.161","(d) amended","19806",61,1996
"250.161","Removed","37659",63,1998
"250.162","(a) amended","19806",61,1996
"250.162","Removed","37659",63,1998
"250.166","Added","40598",57,1992
"250.241","Added","41644",57,1992
"250.242","Added","19806",61,1996
"250.300-250.302","Undesignated center heading and sections removed","37659",63,1998
"250.400","Redesignated from 218.101","57289",61,1996
"250.400-250.413","Undesignated center heading added","57289",61,1996
"250.401","Redesignated from 218.102","57289",61,1996
"250.402","Redesignated from 218.103","57289",61,1996
"250.403","Redesignated from 218.104","57289",61,1996
"250.404","Redesignated from 218.105","57289",61,1996
"250.405","Redesignated from 218.106","57289",61,1996
"250.406","Redesignated from 218.107","57289",61,1996
"250.407","Redesignated from 218.108","57289",61,1996
"250.408","Redesignated from 218.109","57289",61,1996
"250.409","Redesignated from 218.110","57289",61,1996
"250.410","Redesignated from 218.111","57289",61,1996
"250.411","Redesignated from 218.112","57289",61,1996
"250.412","Redesignated from 218.113","57289",61,1996
"250.413","Added","57289",61,1996
"261","Authority citation corrected","62508",62,1997
"261","Authority citation revised","54359",62,1997
"261","Policy statement","15707",52,1987
"261","Revised","20815",53,1988
"261.1","(a)(1) corrected","62508",62,1997
"261.1","Regulation at 55 FR 49877 confirmed","29412",56,1991
"261.1-261.3 (Subpart A)","Revised; interim","54359",62,1997
"261.10","Amended; interim; eff. 1-2-91","49877",55,1990
"261.10","Appendix A amended; interim","60014",61,1996
"261.10-261.17 (Subpart B)","Revised; interim","54361",62,1997
"261.11","Redesignated as 261.20; interim","54359",62,1997
"261.12","(b)(3), (c)(3) and (4) corrected","62508",62,1997
"261.12","Redesignated as 261.21; interim","54359",62,1997
"261.13","Redesignated as 261.22; interim","54359",62,1997
"261.14","Redesignated as 261.23; interim","54359",62,1997
"261.15-261.17 (Subpart D)","Removed; interim","54359",62,1997
"261.17","(f)(4) corrected","62508",62,1997
"261.20","Redesignated from 261.11; interim","54359",62,1997
"261.21","Redesignated from 261.12; interim","54359",62,1997
"261.22","(b)(1) introductory text, (2) and (d) corrected","62508",62,1997
"261.22","Redesignated from 261.13; interim","54359",62,1997
"261.23","Redesignated from 261.14; interim","54359",62,1997
"261.4","(g) removed","15300",52,1987
"261.5","(d)(5) correctly revised","23383",53,1988
"261.6","(c)(38) added; (f)(46)(iii) and (v) removed; (f)(46)(iv) and (vi) redesignated as (f)(46)(iii) and (iv); (f)(46)(ii) revised; (f)(53) added","19576",56,1991
"261.8","Added","15300",52,1987
"261a","Authority citation revised","34392",65,2000
"261a","Revised","3341",60,1995
"261a.13","(b)(6) removed; (b)(7), (8) and (9) redesignated as (b)(6), (7) and (8); new (b)(9) added","34392",65,2000
"262"," Authority citation revised","47986",58,1993
"262.2","(b) amended","33183",54,1989
"262.25","(a)(1) amended","41642",57,1992
"262.3"," (b)(1)(i)(D) removed; (b)(1)(i)(E) and (F) redesignated as (b)(1)(i)(D) and (E); (b)(2) amended; (b)(3) added; (j) introductory text revised","47986",58,1993
"262.3","(a), (c), (j)(1)(ii) amended; (j)(3) and (4) removed; (j)(2) revised","33183",54,1989
"262.3","(b)(1) concluding text redesignated in part as (b)(1)(i) concluding text and (b)(1)(ii); (b)(1) introductory text and (i) through (vi) redesignated as (b)(1)(i) introductory text and (A) through (F); new (b)(1)(i) concluding text, (ii) and (2) amended","41642",57,1992
"262.3","(b)(1)(i)(A) and (C) removed; (b)(1)(i)(B), (D) and (E) redesignated as (b)(1)(i)(A), (B) and (C)","58622",63,1998
"262.3","(b)(1)(i)(D) revised; interim","54809",59,1994
"262.3","(b)(1)(ii) amended; (b)(1)(ii)(A) removed; (b)(1)(ii)(B) revised","53188",64,1999
"262.3","(i)(2) amended","38052",56,1991
"262.3","(i)(2) corrected","60056",56,1991
"263"," Authority citation revised","6363",58,1993
"263","Authority citation revised","13001, 44888",57,1992
"263","Authority citation revised","65245",59,1994
"263","Authority citation revised","35682",60,1995
"263","Authority citation revised","20341; 56407",61,1996
"263","Revised","38052",56,1991
"263.1","(e)(9) amended; (f) redesignated as (g); (e)(11), (12) and new (f) added","20341",61,1996
"263.11","(c)(2) and (d) revised","20342",61,1996
"263.12","(a), (c)(1), (2) and (3) revised","20342",61,1996
"263.16","Corrected","60056",56,1991
"263.20","Revised","20342",61,1996
"263.201","(a) amended","58621",63,1998
"263.201—263.205 (Subpart H)","Added","44888",57,1992
"263.203","(a)(1)(i)(A) amended","58621",63,1998
"263.205","(b)(2) amended","58621",63,1998
"263.24","(a) and (b) revised","20342",61,1996
"263.25","(a), (b), (e) and (g) revised","20343",61,1996
"263.300-263.305 (Subpart I)","Added","35682",60,1995
"263.302","(a) revised; interim","55488",63,1998
"263.302","Regulation at 63 FR 55486 confirmed","66707",64,1999
"263.33","(a) revised","20343",61,1996
"263.34","(a) and (b)(1) revised","20343",61,1996
"263.35","(a)(3) redesignated as (a)(4); new (a)(3) added; (b) revised","20343",61,1996
"263.37","Heading and (a)(1) revised","20344",61,1996
"263.38","Revised","20344",61,1996
"263.50","(b)(7) and (8) amended; (b)(9) and (10) added; interim","13001",57,1992
"263.50","(b)(9) and (10) amended; (b)(11) through (14) added","44888",57,1992
"263.51"," (c) revised","6363",58,1993
"263.6","(a)(3) revised","20341",61,1996
"263.65","(b)(2) introductory text corrected","65318",61,1996
"263.65","Added","56407",61,1996
"263.65","Revised","60584",65,2000
"263.8","(b) revised","20342",61,1996
"263.9","(a) and (b) revised; (e) added; eff. 1-18-95","65245",59,1994
"264","Appendix A removed","62183",57,1992
"264","Revised","53830",61,1996
"264.735-4","Removed","62183",57,1992
"264.735-8","Removed","62183",57,1992
"264b"," Authority citation revised","57730",58,1993
"264b.3"," (c) and (d) correctly revised; CFR correction","38702",58,1993
"264b.3","(a) revised","3576",55,1990
"264b.3","(d) amended","12805",59,1994
"265"," (a) amended","57730",58,1993
"265"," Authority citation revised","26509",58,1993
"265","(a) amended","11360",55,1990
"265","Authority citation revised","18877",51,1986
"265","Authority citation revised","67153",56,1991
"265","Authority citation revised","13002, 40600",57,1992
"265","Revised","25619",56,1991
"265.11"," (d)(11) added","6363",58,1993
"265.11","(a)(2), (3), (13), (15) introductory text, (c)(6), (9)(i) and (d)(2) introductory text amended; (f) revised","67154",56,1991
"265.11","(a)(7) amended","58621",63,1998
"265.11","(c)(11)(v) revised","22968",59,1994
"265.11","(c)(11)(v)(A) removed; (c)(11)(v)(B) and (C) redesignated as (c)(11)(v)(A) and (B); (c)(11)(vi) revised","11907",57,1992
"265.11","(e)(1), (3), (4) introductory text, (5) introductory text, (7) and (12) revised; (e)(8) amended","58622",63,1998
"265.11","(e)(11) removed; (e)(12) redesignated as (e)(11)","40600",57,1992
"265.11","(e)(12) added","22257",60,1995
"265.11","(f) revised","2839",63,1998
"265.1a","(a)(2) amended","43318",52,1987
"265.2","(a)(2) revised","18876",51,1986
"265.2","(b)(10) and (11), (c)(26), (29) and (34), and (f)(26) and (48) amended; (c) introductory text and (g) revised","43318",52,1987
"265.2","(b)(10) redesignated as (b)(11); new (b)(10) added","19825",51,1986
"265.2","(b)(12) added","11641",53,1988
"265.2","(b)(13) added","15801",53,1988
"265.2","(b)(13) revised","50542",55,1990
"265.2","(b)(14), (c)(37) and (f)(52) added","8687",56,1991
"265.2","(b)(7) revised","48806",52,1987
"265.2","(c)(10) and (f)(7)(i) revised; (c)(24), (26) and (f)(7)(ii) removed; (f)(50) and (51) added","6261",56,1991
"265.2","(c)(18) revised","30000",55,1990
"265.2","(c)(18) revised; (c)(19) removed; (f)(17) amended","22130",53,1988
"265.2","(c)(30) revised","38374",54,1989
"265.2","(c)(34) added","7056",51,1986
"265.2","(c)(35) and (f)(48) added","45877",51,1986
"265.2","(c)(36) added","12510",53,1988
"265.2","(f)(26) amended; (f)(26)(iii) added","5152",53,1988
"265.2","(f)(49) added","10139",54,1989
"265.4","(a)(2) amended","67154",56,1991
"265.4","(a)(4) added","14792",62,1997
"265.5"," (c)(3) added","26509",58,1993
"265.5","(c)(2) revised","67153",56,1991
"265.5","(d)(1) introductory text and (2) introductory text amended","67154",56,1991
"265.5","(f) added","34617",62,1997
"265.6"," (b)(2) revised; (f) added","6363",58,1993
"265.6"," (c)(5) removed","26509",58,1993
"265.6"," (g) added","53394",58,1993
"265.6","(a)(1) revised","13395",61,1996
"265.6","(a)(4), (c)(3), (5) and (d)(2) amended","67154",56,1991
"265.6","(a)(5) removed","45150",62,1997
"265.6","(b)(2) added; interim","13002",57,1992
"265.6","(b)(2) revised; (b)(3) added","10307",60,1995
"265.6","Introductory text republished; (e) added","6789",57,1992
"265.7"," (c)(5) removed; (c)(6) redesignated as (c)(5)","26509",58,1993
"265.7"," (d)(8) revised","6363",58,1993
"265.7","(c)(6) added","64996",62,1997
"265.7","(d)(8) added; interim","13002",57,1992
"265.7","(f)(6)(i) and (ii) amended","58621",63,1998
"265.7","Heading, introductory text, (a)(2), (4), (c)(2), (4)(i), (d)(2), (3), (5), (7)(i), (e)(3) and (f)(2) amended; (c)(6) added; (e)(5), (6) and (f)(10) revised; revised","67153, 67154",56,1991
"265.9"," (c)(4) amended; (c)(5) added","65540",58,1993
"265.9","(a) introductory text, (1), (c)(1), (4) and (5) revised; (a)(8) and (d) through (g) added","65044",63,1998
"265.9","(b) revised","67154",56,1991
"268"," Revised; interim","9518",58,1993
"268","Revised","16098",59,1994
"268.1001","Revised","64190",56,1991
"268.1001—268.1004 (Subpart J)","Added","32955",56,1991
"268.1002","Revised","64191",56,1991
"268.101","(b) revised","32955",56,1991
"268.207","(e) revised","252",61,1996
"268.301","(c)(3) amended","13079",61,1996
"268.304","(a)(3)(i)(A) amended","252",61,1996
"268.305","(c)(1) amended","13079",61,1996
"268.506","Amended","13079",61,1996
"269a.4","Amended; interim","2530",65,2000
"269a.5","Amended; interim","2530",65,2000
"271","Appendix A added","23995",56,1991
"271","Authority citation revised","23994",56,1991
"271","Revised","61218",62,1997
"271.1","Revised","23994",56,1991
"271.2","(b) revised; (c) and (d) added","23994",56,1991
"271.4","(c) revised; (f) removed","23994",56,1991
"271.5","(b)(3) revised","23995",56,1991
"271.6","(b) and (d) revised; (e) and (f) amended; (g) and (h) added","23995",56,1991
"271.8","Added","23995",56,1991
"272.3","(a) and (b) amended","6320",65,2000
"272.4","(b) amended","6320",65,2000
"300","(c)(20) amended","41185",55,1990
"229","Appendix E amended","44325",53,1988
"229","Appendix F amended","44328, 51748",53,1988
"229","Appendix F amended; correction","47524",53,1988
"207","OTC margin stock list at 53 FR 15195,corrected","17689",53,1988
